代码	名称	涨幅%%	涨跌	最高%%	现价	开盘%%	现量	投资收益	市现率	市净率	市盈(动)	每股未分配	每股未分配	昨收	资产负债率%%	人均持股	净利润率%%	细分行业	流通股本(万)	地区	振幅%%	
000952	广济药业	-10.03	-1.18	0.68	10.59	-8.67	1648	-10.43	-57.17	          5.60	--  	          0.32	          0.32	11.77	71.87	          5569	        -11.94	化学制药	      25167.98	湖北	10.71	
000953	河池化工	-9.99	-0.80	4.12	7.21	-8.24	446	124.78	-42.66	         10.24	--  	         -0.83	         -0.83	8.01	86.54	         14963	         -9.36	农药化肥	      29404.50	广西	14.11	
000955	欣龙控股	-0.74	-0.04	5.39	5.34	-4.28	3823	27.12	-5585.83	          4.37	--  	         -0.61	         -0.61	5.38	26.80	         12589	        -14.37	纺织	      53839.50	海南	10.97	
000957	中通客车	-9.08	-1.34	3.73	13.41	-7.53	1696	543.50	-5.28	          2.94	    33.14	          2.55	          2.55	14.75	78.34	          9290	          2.38	汽车整车	      23848.92	山东	13.22	
000958	东方能源	-7.19	-1.69	3.87	21.80	-7.66	2043	12643.24	897.97	         10.26	    30.19	         -1.36	         -1.36	23.49	55.18	         10385	         43.64	火力发电	      25047.96	河北	13.71	
000959	首钢股份	--  	--  	--  	6.14	--  	0	26470.19	-50.09	          1.36	--  	          0.10	          0.10	6.14	61.40	          6622	         -2.25	普钢	     120614.53	北京	0.00	
000960	锡业股份	-7.08	-0.78	3.18	10.24	-5.72	6250	382.14	63.81	          1.79	--  	         -0.20	         -0.20	11.02	70.07	         12247	         -4.49	小金属	     115121.78	云南	10.62	
000961	中南建设	5.03	0.54	5.03	11.28	-4.56	8324	-71.62	-42.17	          1.42	    14.80	          5.80	          5.80	10.74	84.93	         33411	          5.04	建筑施工	     116386.50	江苏	10.89	
000962	东方钽业	-7.34	-0.72	1.73	9.09	-9.89	1377	263.82	24.06	          2.08	--  	          0.11	          0.11	9.81	50.62	         10749	        -25.88	小金属	      44083.05	宁夏	11.62	
000963	华东医药	-4.76	-3.55	-0.03	70.97	-4.09	722	138.00	35.26	         12.13	    23.11	          4.35	          4.35	74.52	73.64	         38290	          6.42	医药商业	      43406.00	浙江	5.23	
000965	天保基建	-2.59	-0.13	3.39	4.88	-2.20	8562	0.00	33.66	          1.15	    34.77	          1.27	          1.27	5.01	19.92	         19809	         19.72	区域地产	     100893.71	天津	9.58	
000966	长源电力	-4.06	-0.44	3.32	10.40	-4.70	4073	2061.57	5.59	          2.21	     8.71	          0.87	          0.87	10.84	70.90	         10927	         12.97	火力发电	      55414.19	湖北	9.41	
000967	上风高科	-9.58	-1.25	3.37	11.80	-2.68	1238	2738.46	99.60	          2.35	    50.78	          0.59	          0.59	13.05	39.42	         11730	          2.56	电气设备	      27343.88	浙江	13.26	
000968	煤 气 化	-3.52	-0.21	3.85	5.76	-4.69	2811	52.55	-5.61	          2.46	--  	         -0.86	         -0.86	5.97	85.36	         10741	        -73.90	煤炭开采	      51374.69	山西	10.55	
000969	安泰科技	-5.41	-0.51	2.76	8.91	-4.99	2462	1132.82	-877.80	          2.44	   271.15	          0.38	          0.38	9.42	44.84	         13982	          0.72	钢加工	      86125.57	北京	9.55	
000970	中科三环	1.02	0.13	2.44	12.82	-5.83	18311	-122.78	87.17	          3.64	    51.76	          1.93	          1.93	12.69	14.64	         15090	          7.61	元器件	     106520.00	北京	9.46	
000971	蓝鼎控股	-10.00	-2.03	4.83	18.28	-10.00	118	0.00	-386.44	        189.46	--  	         -1.88	         -1.88	20.31	79.71	         10319	        -95.74	纺织	      24278.80	湖北	14.82	
000972	新中基	--  	--  	--  	14.70	--  	0	0.00	984.41	         10.08	--  	         -1.05	         -1.05	14.70	55.71	         12933	        -10.15	食品	      77128.35	新疆	0.00	
000973	佛塑科技	-1.29	-0.08	3.88	6.11	-3.72	10195	2375.95	21.59	          2.94	   112.23	          0.58	          0.58	6.19	58.04	          9154	          1.90	塑料	      77240.10	广东	12.60	
000975	银泰资源	2.78	0.29	2.78	10.73	-5.27	7105	2138.25	54.64	          3.20	    72.15	          0.28	          0.28	10.44	3.69	         20329	         30.82	铅锌	      56320.21	内蒙	9.39	
000976	*ST春晖	-4.85	-0.34	-0.43	6.67	-4.71	2326	0.00	-59.13	         19.58	--  	         -1.41	         -1.41	7.01	66.54	         13084	         -6.61	化纤	      58655.98	广东	4.56	
000977	浪潮信息	-10.01	-1.96	2.66	17.62	-9.96	4149	22359.43	-14.65	          6.67	    35.24	          0.85	          0.85	19.58	59.61	         11447	          5.76	电脑设备	      95972.57	山东	12.67	
000978	桂林旅游	-5.29	-0.43	3.57	7.70	-4.18	4228	1154.39	864.98	          1.92	--  	          0.13	          0.13	8.13	45.26	         14752	         -1.59	旅游景点	      36010.00	广西	8.86	
000979	中弘股份	--  	--  	--  	6.04	--  	0	46595.71	-41.28	          4.42	    18.98	          0.29	          0.29	6.04	63.02	         43948	        108.04	区域地产	     307282.66	安徽	0.00	
000980	金马股份	-6.26	-0.37	4.40	5.54	-9.98	5788	253.35	31.39	          1.43	    55.99	          0.43	          0.43	5.91	32.86	          8424	          3.94	电器仪表	      52814.00	安徽	14.38	
000981	银亿股份	--  	--  	--  	22.70	--  	0	26957.61	115.58	          3.98	    35.92	          4.27	          4.27	22.70	80.31	         63404	         12.80	区域地产	      85810.52	甘肃	0.00	
000982	中银绒业	--  	--  	--  	4.64	--  	0	-104.62	-73.18	          1.98	   307.17	          0.21	          0.21	4.64	70.97	         47055	          1.03	纺织	     129393.21	宁夏	0.00	
000983	西山煤电	-6.90	-0.41	-1.18	5.53	-5.72	9415	2549.12	-30.93	          1.07	    42.99	          3.02	          3.02	5.94	61.73	         15185	          2.18	煤炭开采	     315117.31	山西	5.89	
000985	大庆华科	-9.99	-1.78	6.62	16.04	-9.09	679	10.63	-148.15	          4.25	--  	          0.35	          0.35	17.82	15.37	         14717	         -1.76	化工原料	      12963.95	黑龙江	16.61	
000987	广州友谊	-9.98	-1.84	0.65	16.60	-9.98	437	2519.25	-42.53	          2.83	    26.88	          3.52	          3.52	18.44	32.32	         12259	          7.91	百货	      35871.23	广东	10.63	
000988	华工科技	-0.84	-0.10	3.96	11.78	-7.41	8825	2673.24	-149.48	          3.63	    59.01	          1.10	          1.10	11.88	38.95	         11230	          7.06	电器仪表	      89111.65	湖北	13.05	
000989	九 芝 堂	-7.02	-1.60	-0.83	21.19	-5.66	740	419.32	60.31	          3.74	    39.59	          2.13	          2.13	22.79	23.69	         13501	         10.73	中成药	      29760.52	湖南	7.55	
000990	诚志股份	--  	--  	--  	18.71	--  	0	-74.83	-29.79	          3.13	   339.81	          1.05	          1.05	18.71	47.54	         29166	          0.66	化工原料	      29702.83	江西	0.00	
000993	闽东电力	-10.04	-0.85	2.72	7.62	-10.04	1153	210.67	-24.67	          1.89	    50.70	          0.19	          0.19	8.47	54.10	         13849	          4.89	水力发电	      37300.00	福建	12.75	
000995	*ST皇台	-4.95	-0.50	-4.95	9.60	-4.95	10	0.00	413.56	         15.72	--  	         -1.85	         -1.85	10.10	78.26	         14375	        -33.28	白酒	      17740.39	甘肃	0.00	
000996	中国中期	--  	--  	--  	28.60	--  	0	1569.70	-1594.74	         11.18	   304.76	          0.29	          0.29	28.60	9.49	          5320	         29.81	公路	      23000.00	北京	0.00	
000997	新 大 陆	0.63	0.11	5.87	17.49	-6.79	12782	2024.75	173.22	          7.95	    43.72	          1.01	          1.01	17.38	45.67	          9486	         13.83	软件服务	      91465.09	福建	13.75	
000998	隆平高科	-4.25	-0.83	1.84	18.69	-5.23	12002	3261.12	215.69	          9.10	    50.92	          0.94	          0.94	19.52	49.35	         15764	         22.76	种植业	      83160.00	湖南	11.83	
000999	华润三九	0.69	0.18	1.16	26.14	-5.39	11655	2181.87	39.30	          3.46	    20.40	          4.91	          4.91	25.96	31.07	         35806	         16.97	中成药	      97774.17	深圳	6.78	
001696	宗申动力	-8.94	-1.08	0.83	11.00	-10.02	19912	3610.55	72.37	          3.64	    32.00	          1.38	          1.38	12.08	40.75	          9826	          8.24	摩托车	      88823.35	重庆	10.84	
001896	豫能控股	--  	--  	--  	13.48	--  	0	0.00	18.47	          3.28	    29.38	         -0.65	         -0.65	13.48	66.60	         22095	         12.44	火力发电	      42999.25	河南	0.00	
002001	新 和 成	3.94	0.59	4.74	15.57	-5.21	14590	3359.13	52.96	          2.49	    45.67	          4.22	          4.22	14.98	23.60	         23814	          9.61	化学制药	     107302.97	浙江	10.68	
002002	鸿达兴业	--  	--  	--  	39.30	--  	0	-57.75	144.96	         11.81	    95.57	          0.77	          0.77	39.30	73.90	         17612	         12.31	塑料	      38744.92	江苏	0.00	
002003	伟星股份	--  	--  	--  	16.17	--  	0	82.45	-677.06	          3.86	    29.02	          1.17	          1.17	16.17	20.61	         13747	         12.35	服饰	      35193.80	浙江	0.00	
002004	华邦颖泰	5.14	0.47	5.79	9.62	-4.04	12704	9141.99	-45.43	          2.49	    22.75	          0.86	          0.86	9.15	53.74	          8320	         11.98	农药化肥	     126332.14	重庆	11.26	
002005	德豪润达	--  	--  	--  	6.93	--  	0	264.67	259.03	          1.74	   325.01	          0.48	          0.48	6.93	54.11	         16872	          0.72	家用电器	     116555.32	广东	0.00	
002006	精功科技	-3.60	-0.25	4.75	6.70	-5.32	1258	-99.80	1102.40	          3.57	   321.28	          0.12	          0.12	6.95	45.18	          5739	          2.21	工程机械	      29411.13	浙江	10.07	
002007	华兰生物	0.24	0.09	1.09	37.71	-4.28	8045	4053.31	153.14	          6.52	    35.37	          3.66	          3.66	37.62	5.91	         11092	         47.16	生物制药	      50038.53	河南	6.38	
002008	大族激光	-4.09	-0.83	3.01	19.46	-8.03	27020	1854.53	-313.66	          4.84	    32.45	          1.99	          1.99	20.29	39.36	          9241	         12.44	电器仪表	      98120.68	深圳	11.04	
002009	天奇股份	-1.12	-0.15	3.72	13.30	-6.99	7173	202.02	53.54	          2.94	    52.54	          1.37	          1.37	13.45	57.66	          6486	          4.98	工程机械	      25991.22	江苏	12.64	
002010	传化股份	0.00	0.00	5.49	14.22	-5.77	4916	250.70	18.20	          3.56	    33.09	          2.37	          2.37	14.22	49.47	         26910	          4.65	染料涂料	      41283.30	浙江	11.25	
002011	盾安环境	4.82	0.43	6.28	9.35	-4.71	6102	1123.39	85.70	          2.15	    54.99	          1.33	          1.33	8.92	67.14	         12930	          2.44	工程机械	      83981.64	浙江	13.00	
002012	凯恩股份	-8.02	-0.49	4.26	5.62	-7.36	3193	215.38	179.61	          2.23	    73.71	          0.80	          0.80	6.11	20.99	         16424	          4.10	造纸	      46762.55	浙江	13.91	
002013	中航机电	-7.30	-1.63	2.51	20.71	-9.98	7593	3986.11	-23.55	          4.17	   484.79	          1.56	          1.56	22.34	69.42	          8089	          0.64	汽车配件	      38071.55	湖北	12.49	
002014	永新股份	--  	--  	--  	13.85	--  	0	132.38	309.62	          2.96	    28.62	          1.45	          1.45	13.85	18.38	         11554	          9.43	塑料	      32323.23	安徽	0.00	
002015	*ST霞客	--  	--  	--  	7.19	--  	0	0.00	-94.66	          8.22	    11.07	         -2.68	         -2.68	7.19	50.41	         18711	        100.92	化纤	      38236.50	江苏	0.00	
002016	世荣兆业	-5.68	-0.38	2.39	6.31	-8.07	1940	-1793.28	96.05	          3.07	    75.34	          0.86	          0.86	6.69	66.41	         42165	          5.49	区域地产	      64609.55	广东	11.51	
002017	东信和平	-5.07	-0.59	5.33	11.05	-6.79	1215	-198.50	-20.66	          4.94	    71.20	          0.55	          0.55	11.64	50.75	          7566	          4.45	通信设备	      33980.67	广东	12.11	
002018	华信国际	--  	--  	--  	44.08	--  	0	325.95	62.20	         19.39	   676.59	          0.21	          0.21	44.08	32.24	         16907	          1.74	农药化肥	      47017.14	安徽	0.00	
002019	亿帆鑫富	-4.97	-1.24	3.69	23.69	-8.10	334	31.41	126.02	          3.84	    30.52	          1.34	          1.34	24.93	27.64	          8822	         14.03	化学制药	      18321.43	浙江	11.79	
002020	京新药业	2.22	0.51	10.00	23.51	-4.57	953	750.78	119.59	          4.51	    35.43	          1.09	          1.09	23.00	27.23	         15884	         13.69	化学制药	      23164.53	浙江	16.52	
002021	中捷资源	-9.63	-0.73	-0.40	6.85	-6.46	13714	533.60	-46.00	          3.43	--  	          0.24	          0.24	7.58	19.17	         12183	        -10.62	纺织机械	      56781.50	浙江	9.23	
002022	科华生物	-1.62	-0.31	4.23	18.84	-9.14	4993	2152.99	92.57	          7.08	    38.63	          1.24	          1.24	19.15	13.03	         13649	         21.57	生物制药	      38011.60	上海	13.37	
002023	海特高新	-8.20	-1.26	3.45	14.10	-8.92	5622	1173.93	-109.91	          5.67	   115.17	          0.70	          0.70	15.36	43.18	          7352	         21.55	航空	      54558.19	四川	12.96	
002024	苏宁云商	2.78	0.36	4.93	13.33	-6.32	163799	19721.20	37.19	          3.30	   141.28	          2.18	          2.18	12.97	64.46	          9889	          0.55	电器连锁	     501781.50	江苏	13.11	
002025	航天电器	-9.11	-2.15	1.78	21.44	-10.00	3215	17.50	113.31	          5.02	    40.91	          1.65	          1.65	23.59	29.07	         13027	         12.48	元器件	      42878.50	贵州	11.78	
002026	山东威达	--  	--  	--  	10.86	--  	0	1821.93	272.32	          2.42	    51.50	          1.06	          1.06	10.86	18.07	         19065	          9.35	机械基件	      35413.42	山东	0.00	
002027	七喜控股	10.01	1.37	10.01	15.05	10.01	1187	-11.68	130.10	          9.18	  8995.93	          0.26	          0.26	13.68	17.35	          7466	          0.13	电脑设备	      20489.35	广东	0.00	
002028	思源电气	0.67	0.08	2.92	12.07	-3.50	5752	3951.28	-58.84	          2.05	    26.76	          4.24	          4.24	11.99	28.66	         10111	          9.31	电气设备	      47457.85	上海	9.34	
002029	七 匹 狼	1.10	0.10	5.18	9.18	-5.29	7030	3755.30	50.28	          1.43	    31.11	          2.29	          2.29	9.08	30.58	         18006	          9.87	服饰	      75538.71	福建	12.56	
002030	达安基因	--  	--  	--  	43.90	--  	0	-98.16	-763.80	         32.27	   240.01	          0.18	          0.18	43.90	56.57	         11441	          9.61	生物制药	      63653.14	广东	0.00	
002031	巨轮股份	-9.97	-0.96	1.56	8.67	-6.54	1580	697.30	-64.28	          2.17	    45.22	          1.18	          1.18	9.63	29.35	         13553	         14.77	汽车配件	      57163.91	广东	11.53	
002032	苏 泊 尔	0.70	0.15	1.03	21.45	-2.07	1360	2735.87	121.34	          3.47	    17.18	          4.11	          4.11	21.30	31.80	         37757	          7.34	家用电器	      46645.57	浙江	6.15	
002033	丽江旅游	-2.03	-0.24	5.51	11.56	-4.75	1950	348.91	37.38	          2.47	    22.43	          1.62	          1.62	11.80	19.97	          9052	         31.08	旅游景点	      42268.51	云南	10.59	
002034	美 欣 达	8.54	2.02	8.54	25.68	-8.45	16000	232.63	672.81	          4.92	   168.43	          1.03	          1.03	23.66	41.44	         10526	          1.80	纺织	       6081.87	浙江	18.55	
002035	华帝股份	-7.03	-0.73	3.75	9.66	-2.98	1196	92.85	87.18	          2.42	    15.58	          1.57	          1.57	10.39	42.48	         14342	          6.30	家用电器	      28440.24	广东	13.47	
002036	汉麻产业	-7.26	-0.97	4.49	12.40	-3.14	3547	219.16	40.46	          4.50	    14.64	          0.74	          0.74	13.37	23.11	          7812	         51.48	服饰	      25587.34	浙江	11.74	
002037	久联发展	-3.11	-0.76	2.83	23.65	-4.14	402	189.07	-65.79	          3.88	    42.26	          2.60	          2.60	24.41	72.22	         28035	          4.90	化工原料	      32736.82	贵州	11.84	
002038	双鹭药业	-1.03	-0.27	2.62	26.03	-8.33	13975	4739.35	71.02	          5.10	    23.51	          4.01	          4.01	26.30	3.50	         23065	         70.37	生物制药	      56701.91	北京	10.99	
002039	黔源电力	-3.72	-0.55	0.00	14.22	-5.15	1902	111.00	4.23	          2.30	    23.50	          1.14	          1.14	14.77	78.90	         15033	          8.65	水力发电	      30537.41	贵州	6.23	
002040	南 京 港	--  	--  	--  	15.16	--  	0	960.49	232.58	          5.77	   174.36	          0.62	          0.62	15.16	37.27	         11904	         13.99	港口	      24587.19	江苏	0.00	
002041	登海种业	4.07	0.61	4.07	15.60	-6.60	5033	4686.87	-210.24	          6.67	    38.23	          1.16	          1.16	14.99	20.39	         15804	         29.78	种植业	      87386.21	山东	10.67	
002042	华孚色纺	-3.69	-0.29	4.83	7.57	-4.58	1442	1896.11	-76.77	          1.75	    13.93	          1.92	          1.92	7.86	59.16	         29908	          5.91	纺织	      83148.34	安徽	10.69	
002043	兔 宝 宝	--  	--  	--  	12.84	--  	0	320.08	90.32	          7.59	   119.18	          0.46	          0.46	12.84	20.45	         14790	          3.82	其他建材	      46952.85	浙江	0.00	
002044	江苏三友	--  	--  	--  	30.87	--  	0	51.08	-411.75	         22.67	  2001.74	          0.02	          0.02	30.87	33.65	         11414	          3.94	服饰	      27788.40	江苏	0.00	
