代码,名称,收入同比%%,利润同比%%,营业利润率%%,市销率,市净率,市现率,市盈(动),总金额,量比,细分行业,地区,振幅%%,均价,内盘,外盘,内外比,买量
000607,华媒控股,-3.5,18.38,13.37,11.88,5.85,-39.55,54.66,128961608,0.86,广告包装,浙江,12.11,7.86,85241,78854,1.08,1136
000608,阳光股份,40.66,-178.33,6.63,9.37,0.98,-68.69,--  ,116216544,0.56,区域地产,广西,11.14,4.37,140760,125152,1.12,36
000609,绵世股份,63.12,44.35,-10.85,109.45,2.38,291.08,--  ,258777056,0.84,区域地产,北京,11.47,10.56,127310,117705,1.08,0
000610,西安旅游,18.26,31.17,-3.14,7.7,3.09,-159.84,--  ,88958936,0.74,旅游服务,陕西,10.2,10.26,52166,34558,1.51,345
000611,*ST蒙发,-45.93,-77.28,-140.68,171.83,5.07,126.02,--  ,2452327,0.02,纺织,内蒙,0,8.21,30,2957,0.01,0
000612,焦作万方,-0.77,-54.97,1.19,2.96,1.48,-174.81,74.51,160519984,1.06,铝,河南,11.75,5.76,141713,137185,1.03,8128
000613,大东海A,-27.94,-299.76,-54.99,470.41,48.89,4768.19,--  ,293893248,1.02,旅游服务,海南,12.67,10.37,113021,170320,0.66,133
000615,湖北金环,-7.86,4256.39,41.61,5.67,2.53,-29.31,9.06,96270952,0.72,化纤,湖北,11.97,9.12,57380,48186,1.19,2369
000616,海航投资,-26.53,-65.86,54.08,29.66,2.06,262.23,51.6,360452480,0.92,全国地产,辽宁,12.79,6.43,302285,257986,1.17,4202
000617,石油济柴,26.69,121.39,-0.26,4.48,4.51,-31.62,226.6,144853264,1.31,机械基件,山东,12.2,9.8,82717,65029,1.27,0
000619,海螺型材,-14.45,-32.07,3.55,1.9,1.3,13.1,35.1,97385312,0.69,其他建材,安徽,13.43,8.91,55105,54139,1.02,1063
000620,新华联,7.53,-61.94,6.48,19.5,3.2,-15.14,122.36,253361856,0.95,区域地产,北京,14.27,8.82,159923,127437,1.25,9
000622,恒立实业,-20.76,-56.99,-65.46,178.32,26,-394.86,--  ,0,0,汽车配件,湖南,0,11.32,0,0,--  ,0
000623,吉林敖东,0.38,206.95,146.28,19.13,1.27,222.07,6.56,749362560,0.9,中成药,吉林,6.84,24.18,177118,132807,1.33,24430
000625,长安汽车,36.54,40.16,15.11,2.07,2.32,10.64,6.73,1486254464,1.04,汽车整车,重庆,9.27,14.43,578549,451256,1.28,159867
000626,如意集团,15.61,434.54,2.44,0.35,10.32,-11.53,21.35,0,0,商贸代理,江苏,0,43.23,0,0,--  ,0
000627,天茂集团,-36.04,-121.46,-12.38,27.73,5.79,-911.65,--  ,245587792,0.72,化工原料,湖北,10.63,6.27,204086,187649,1.09,573
000628,高新发展,-20.35,-11.43,-1.58,4.74,4.9,17.59,--  ,310663040,1.33,园区开发,四川,13.73,10.48,104898,191621,0.55,0
000629,攀钢钒钛,-26.72,-337.02,-9.19,4.39,2.7,-97.01,--  ,405280032,0.65,普钢,四川,11.94,3.22,585703,671981,0.87,10235
000630,铜陵有色,12.47,35.77,0.79,0.7,2.15,7.82,61.16,0,0,铜,安徽,0,8.44,0,0,--  ,0
000631,顺发恒业,80.12,1.88,14.61,5.18,2.84,14.02,24.02,217095136,1.15,区域地产,吉林,13.8,6.68,187105,137869,1.36,1211
000632,三木集团,-9.98,-49.3,2.24,1.83,2.46,-100.58,554.67,72083224,0.5,综合类,福建,14.23,6.91,50216,54069,0.93,32
000633,合金投资,-40.14,5.96,-49.61,173.78,26.92,122.91,--  ,0,0,综合类,辽宁,0,12.87,0,0,--  ,0
000635,英 力 特,-13.92,-62.43,3.6,3.48,1.02,-65.86,51.01,68442120,0.67,化工原料,宁夏,10.09,9.52,36728,35152,1.04,2865
000636,风华高科,-18.62,4.54,4.83,6.79,1.49,-59.03,71.03,177995392,0.83,元器件,广东,9.96,7.23,126852,119411,1.06,429
000637,茂化实华,-18.82,32.18,6.38,1.98,3.74,24.09,31.55,62670640,0.64,石油加工,广东,11.36,6.05,57461,46072,1.25,288
000638,万方发展,-30.17,-274.96,-11.22,42.34,12.37,-4.98,--  ,192006384,0.97,批发业,辽宁,11.89,9.47,101055,101728,0.99,4197
000639,西王食品,32.41,47.93,8.14,4.17,3.31,-68.68,29.44,166383376,1.62,食品,山东,10.33,11.36,87112,59403,1.47,1
000650,仁和药业,15.61,32.27,20.52,18.18,9.8,71.84,64.26,0,0,中成药,江西,0,17.17,0,0,--  ,0
000651,格力电器,-13.4,0.05,13.15,2.14,2.61,3.61,9.39,2876193792,0.97,家用电器,广东,5.22,17.85,907423,703559,1.29,230392
000652,泰达股份,-13.4,195.48,0.26,3.78,3.42,-10.55,224.37,188395616,1.09,综合类,天津,14.02,5.38,193217,156907,1.23,11
000655,金岭矿业,-50.1,-150.74,-10.87,12.23,1.72,-437.75,--  ,447904672,1.77,普钢,山东,8.39,9.14,149411,340839,0.44,0
000656,金科股份,50.55,3.78,9.12,3.29,2.01,-117.25,23.04,304966240,0.62,区域地产,重庆,11.22,5.22,301117,283273,1.06,1785
000657,中钨高新,-22.35,32.65,-4.65,3.41,3.02,38.45,--  ,0,0,小金属,海南,0,16.01,0,0,--  ,0
000659,*ST中富,-20.66,-95.73,1.81,5.6,5.16,30.79,740.73,0,0,广告包装,广东,0,4.5,0,0,--  ,0
000661,长春高新,22.62,65.27,27.97,11.14,7.55,36.68,34.04,514089376,1.18,生物制药,吉林,14.38,86.25,24123,35484,0.68,84
000662,索芙特,1.12,99.52,-1.42,11.28,4.42,86.64,--  ,130174664,0.8,日用化工,广西,13.54,9.09,69384,73747,0.94,0
000663,永安林业,-4.48,130.71,-0.29,13.06,7.82,-1878.11,482.17,236589440,1.17,林业,福建,20.02,13.09,108794,71980,1.51,149
000665,湖北广电,42.72,59.99,18.01,15.3,3.41,41.65,41.61,0,0,影视音像,湖北,0,27.82,0,0,--  ,0
000666,经纬纺机,-0.55,43.37,51.15,4.35,1.78,18.14,16.86,367816832,0.93,纺织机械,北京,14.85,15.83,113815,118473,0.96,1508
000667,美好集团,-3.73,-8.54,5.51,10.73,2.05,-37.07,154.3,543600128,0.58,全国地产,云南,13.98,4.53,582065,619093,0.94,9822
000668,荣丰控股,-22.99,85.15,-555.93,1145.69,8.25,-40.97,--  ,0,0,区域地产,上海,0,34.79,0,0,--  ,0
000669,金鸿能源,5.51,-12.12,18.29,7.07,2,78.32,28.56,122371240,0.82,供气供热,吉林,10.51,16.17,43598,32091,1.36,2079
000670,盈方微,93.2,-4136.88,-25.87,61.92,14.92,-207.42,--  ,178897328,0.55,元器件,湖北,8.87,9.81,109726,72635,1.51,275
000671,阳 光 城,46.12,74.15,11.21,3.97,2.71,7.2,27.98,209790240,0.91,区域地产,福建,6.26,13.46,91079,64774,1.41,5992
000672,上峰水泥,-28.25,-73.7,2.95,9.95,5.45,93.78,90.44,0,0,水泥,甘肃,0,12,0,0,--  ,0
000673,当代东方,815.51,1097.49,29.82,64.56,3.6,-210.38,139.47,0,0,广告包装,山西,0,18.36,0,0,--  ,0
000676,智度投资,8.67,-25.26,-15.11,15.49,21.22,69.81,--  ,0,0,电器仪表,河南,0,8.16,0,0,--  ,0
000677,*ST海龙,20.49,6.9,-18.84,5.62,162.93,98.84,--  ,0,0,化纤,山东,0,6.53,0,0,--  ,0
000678,襄阳轴承,-8.92,-173.51,-3.52,3.94,2.43,-21.11,--  ,82165136,0.63,机械基件,湖北,12.18,6.3,72484,58020,1.25,333
000679,大连友谊,-22.83,94.04,0.99,4.17,3.66,-22.16,23.45,0,0,百货,辽宁,0,16.43,0,0,--  ,0
000680,山推股份,-49.62,-616.8,-16.86,2.62,1.59,35.44,--  ,114916696,0.61,工程机械,山东,10.43,4.95,123348,108638,1.14,745
000681,视觉中国,8.13,9.98,29.19,64.66,8.89,239.46,136.52,168071696,1.14,软件服务,江苏,14.31,17.77,52416,42186,1.24,5
000682,东方电子,17.04,29.32,3.88,5.37,3.19,-27.29,119.99,149093552,0.78,电气设备,山东,11.02,4.96,154053,146631,1.05,370
000683,远兴能源,-0.26,-42.84,5.65,2.25,1.29,13.62,52.04,175165920,0.67,化工原料,内蒙,12.2,5.03,183027,165016,1.11,2840
000685,中山公用,4.85,231.43,171.34,28.77,1.74,103.02,8.74,277993920,1.11,水务,广东,9.43,11.39,144336,99627,1.45,10
000686,东北证券,271.4,451.49,58.91,5.63,2.17,5.22,6.18,1046256192,1.21,证券,吉林,7.88,11.42,511779,404265,1.27,58456
000687,恒天天鹅,-15.76,106.54,1.48,26.35,5.98,-74.06,1101.56,435658112,0.86,化纤,河北,11.99,11.4,196165,185858,1.06,0
000688,建新矿业,13.1,1.62,29.27,48.31,14.85,119.47,102.14,0,0,铅锌,重庆,0,17.07,0,0,--  ,0
000690,宝新能源,-16.72,-30,25.22,6.85,2.78,20.9,18.34,281944352,1.2,火力发电,广东,13.79,7.68,198940,168347,1.18,116
000691,亚太实业,202.52,-1313.36,-1.26,51.45,13.69,-823.85,--  ,92204688,0.74,区域地产,海南,11.11,5.45,84638,84412,1,287
000692,惠天热电,1.88,3.39,7.69,3.59,2.29,-5.38,29.03,66202224,0.61,供气供热,辽宁,11.41,5.9,59432,52728,1.13,296
000693,华泽钴镍,51.19,30.92,1.94,1.37,5.1,16.97,41.87,471339616,1.38,小金属,四川,15.88,13.79,140933,200907,0.7,439
000695,滨海能源,-5.85,35.47,-0.32,7.5,8.02,68.57,--  ,47796704,0.78,供气供热,天津,12.05,11.75,20548,20133,1.02,290
000697,炼石有色,-67.32,1.7,82.92,595.9,13.19,-2421.16,395.12,0,0,小金属,陕西,0,33.83,0,0,--  ,0
000698,沈阳化工,-32.03,-6.81,-1.95,0.95,1.08,35.56,--  ,89896088,0.78,化工原料,辽宁,11.24,5.13,92669,82434,1.12,752
000700,模塑科技,-2.79,52.22,16.11,3.15,2.15,137.33,11.56,162104656,0.78,汽车配件,江苏,14.71,14.45,57458,54705,1.05,481
000701,厦门信达,7.39,55.25,0.38,0.3,1.91,-1.33,25.96,118421144,0.74,综合类,福建,11.44,11.74,47647,53207,0.9,90
000702,正虹科技,-21.51,-26.27,0.28,4.35,6.2,72.87,380.45,188472304,1.16,饲料,湖南,19.55,10.79,76102,98592,0.77,24
000703,恒逸石化,2.8,282.78,1.13,0.57,1.64,5.99,38.26,56309328,0.71,化纤,广西,9.06,7.55,44121,30422,1.45,46
000705,浙江震元,1.84,-78.26,1.23,3.04,2.57,-343.13,215.45,136437552,0.78,医药商业,浙江,12.58,9.86,73281,65115,1.13,2
000707,双环科技,-7.51,-19.54,-0.05,2.88,3.76,20.13,280.04,0,0,化工原料,湖北,0,11.61,0,0,--  ,0
000708,大冶特钢,-20.02,5.42,5.2,2.05,1.86,58.83,22.54,0,0,特钢,湖北,0,13.92,0,0,--  ,0
000709,河北钢铁,-16.27,7.23,0.89,1.04,1.02,5.46,62.02,1840580352,0.84,普钢,河北,8.39,4.11,2271688,2203242,1.03,317455
000710,天兴仪表,-29.88,-4.98,-4.77,26.4,23.22,-70.98,--  ,76504392,0.63,汽车配件,四川,9.69,19.79,21083,17573,1.2,0
000711,*ST京蓝,15.26,-2358.09,-1247.81,82.31,-13.17,-266.4,--  ,0,0,软件服务,黑龙江,0,22.63,0,0,--  ,0
000712,锦龙股份,-11.96,152.85,8399.53,1614.73,6.32,3.71,16.66,0,0,多元金融,广东,0,21.75,0,0,--  ,0
000713,丰乐种业,-31.31,-44.32,0.91,5.9,1.85,-1130.3,154.36,81559016,0.54,种植业,安徽,12.61,8.57,50984,44176,1.15,643
000715,中兴商业,-5.09,-25.37,1.92,1.5,2.14,847.17,47.3,33754144,0.57,百货,辽宁,9.83,8.85,22142,16011,1.38,6
000716,黑芝麻,5.82,23.81,3.58,4.47,1.88,-57.04,39.49,75198096,0.72,食品,广西,11.18,10.14,36394,37748,0.96,15
000717,韶钢松山,-45.45,-19.58,-16.36,2.49,6.71,-44.3,--  ,365221568,0.85,钢加工,广东,11.61,5.78,313668,317938,0.99,702
000718,苏宁环球,609.33,556.9,13.31,4.68,3.68,31.99,27.49,300413632,0.88,区域地产,吉林,11.62,6.6,234315,221166,1.06,53
000719,大地传媒,7.51,21.78,9.42,4.54,2.55,133.68,22.04,91106272,1.35,出版业,河南,15.94,18.06,32284,18169,1.78,127657
000720,新能泰山,3.46,74.53,7.41,9.86,15.9,37.57,117.29,0,0,火力发电,山东,0,17.01,0,0,--  ,0
000721,西安饮食,-5.76,-233.75,-4.21,15.39,5.33,-639.54,--  ,375524576,0.78,酒店餐饮,陕西,8.07,7.45,164538,339351,0.48,0
000722,湖南发展,-10.7,-37.02,63.83,40.26,2.17,94.46,40.81,282656032,1.24,水力发电,湖南,15.16,12.15,118233,114321,1.03,1184
000723,美锦能源,-11.62,-511.23,-8.03,5.2,5.32,-95.41,--  ,148129504,0.94,焦炭加工,山西,12.97,8.23,90782,89106,1.02,28
000725,京东方Ａ,42.56,87.32,8.5,4.81,1.42,20.24,28.29,2414167552,0.87,元器件,北京,5.7,3.09,3782109,4026404,0.94,207737
000726,鲁  泰Ａ,-5.54,-27.76,13.84,3.74,1.7,30.34,15.95,231210416,0.8,纺织,山东,9.71,11.23,122019,83887,1.45,47
000727,华东科技,-8.35,-235.45,-6.7,45.96,1.68,19.96,--  ,90308368,0.68,元器件,江苏,9.32,7.9,52524,61859,0.85,279
000728,国元证券,160.02,210.88,67.67,8.69,1.65,2.39,8.34,963826816,1.02,证券,安徽,6.13,15.95,380746,223541,1.7,46204
000729,燕京啤酒,-9.28,2.83,10.86,3.14,1.74,11.75,18.5,505889504,1.48,啤酒,北京,12.4,7.66,381447,278879,1.37,90760
000731,四川美丰,-19.06,136.32,2.73,2.13,1.49,180.17,44.15,182075344,0.61,农药化肥,四川,12.67,7.01,128205,131606,0.97,1791
000732,泰禾集团,84.85,33.48,17.87,5.85,4.25,35.51,21.53,74646912,0.81,区域地产,福建,8.93,23.97,20763,10377,2,610
000733,振华科技,8.51,10.99,4.55,3.26,2.04,-6513.05,43.82,327286688,0.9,元器件,贵州,12.03,15.4,103747,108799,0.95,0
000735,罗 牛 山,-32.49,-88.89,-3.95,13.25,2.9,-24.4,908.73,238656240,0.53,农业综合,海南,12.29,5.63,211071,213034,0.99,4116
000736,中房地产,-33.35,-73.3,12.32,14.13,2.55,-30.62,96.26,184785216,1.55,全国地产,重庆,17.61,15.46,57852,61680,0.94,748
000737,南风化工,-16.37,-13.55,-9.16,2.11,9.07,36.72,--  ,96275800,0.93,日用化工,山西,10.97,4.55,112345,99452,1.13,528
000738,中航动控,-3.81,-3.83,9.01,23.86,6.13,-11881.26,148.05,808545920,0.57,航空,江苏,13.7,26.02,152339,158343,0.96,0
000739,普洛药业,-0.62,-39.33,7.18,3.36,3.02,55.3,27.71,205800592,1.35,化学制药,浙江,12.7,6.54,149191,165271,0.9,482
000748,长城信息,27.72,42.45,3.77,31.32,8.76,-86.37,354.42,0,0,电脑设备,湖南,0,34.88,0,0,--  ,0
000750,国海证券,157.1,350.12,59.83,10.87,2.99,3.08,12.44,776550784,0.97,证券,广西,7,9.68,458745,343449,1.34,97261
000751,锌业股份,8.92,8.1,2.2,3.44,3.62,-147.13,75.49,221463328,0.71,铅锌,辽宁,9.53,5.24,226147,196143,1.15,1388
000752,西藏发展,5.26,17.03,18.78,15.49,3.88,57.95,131.92,415250624,0.66,啤酒,西藏,12.84,11.87,131456,218488,0.6,0
000753,漳州发展,-11.1,-211.09,-2.02,3.71,3.97,-119.78,--  ,0,0,汽车服务,福建,0,6.43,0,0,--  ,0
000755,山西三维,26.78,-1241.58,-9.1,1.51,2.75,-245.35,--  ,221928160,0.95,化工原料,山西,9.84,8.89,103781,145779,0.71,0
000756,新华制药,4.73,-35.5,2.07,2.85,3.02,75.71,107.26,0,0,化学制药,山东,0,12.13,0,0,--  ,0
000757,浩物股份,24.85,77.35,10.1,14.91,6.64,-847.44,100.55,156564624,0.72,汽车配件,四川,12.42,8.14,103605,88637,1.17,1768
000758,中色股份,11.73,322.63,3.3,1.6,2.94,-90.87,35.45,432633120,0.94,铅锌,北京,12.31,13.71,181544,133941,1.36,4805
000759,中百集团,-1.68,-78.41,0.41,0.5,1.44,19.45,99.04,58818244,0.87,超市连锁,湖北,8.48,6.47,46360,44516,1.04,1273
000760,斯太尔,-35.04,-3272.89,-22.44,23.75,3.8,-112.8,--  ,0,0,汽车配件,江苏,0,7.52,0,0,--  ,0
000761,本钢板材,-17.5,-26.39,0.74,0.93,0.99,-6.5,59.53,92521312,0.62,钢加工,辽宁,7.33,4.82,114896,76908,1.49,4181
000762,西藏矿业,72.85,166.1,3.57,11.25,2.89,119.58,208.64,257650736,0.71,小金属,西藏,13.21,10.44,129401,117453,1.1,2437
000766,通化金马,-1.22,-7.92,6.58,46.92,3.43,-45.15,254.59,274247232,0.9,中成药,吉林,8.67,7.59,136122,225178,0.6,0
000767,漳泽电力,-12.81,120.17,11.36,2.67,2.1,10.46,14.55,237095840,0.7,火力发电,山西,10.57,5.53,220661,208261,1.06,4411
000768,中航飞机,17.2,-38.3,-2.25,7.8,5.2,-23.47,--  ,1187934976,0.47,航空,陕西,11.89,24.04,246478,247598,1,0
000776,广发证券,325.38,401.85,57.03,5.45,1.48,1.92,6.39,2289110272,1.29,证券,广东,8.42,13.75,975527,688715,1.42,273056
000777,中核科技,-2.94,-3.67,5.06,14.71,7.05,-139.86,109.74,310577856,0.71,机械基件,江苏,13.74,20.72,77821,72053,1.08,37
000778,新兴铸管,-20.9,-31.3,0.86,1.75,2.78,338.27,67.45,0,0,钢加工,河北,0,12.92,0,0,--  ,0
000779,三毛派神,-27.17,-19.5,-18.55,25.08,8.82,-477.99,--  ,63588212,0.61,纺织,甘肃,14.44,12.9,26445,22845,1.16,48
000780,平庄能源,-19.98,-36.86,-6.17,5.12,1.03,-4541.81,--  ,59163732,0.75,煤炭开采,内蒙,8.42,4.82,66779,55978,1.19,208
000782,美达股份,-12.33,369.33,6.3,10.3,11.42,-297.09,77.82,0,0,化纤,广东,0,28.33,0,0,--  ,0
000783,长江证券,175.39,269.66,64.7,9.81,3,2.32,9.73,2320369664,1.12,证券,湖北,12.84,9.97,1157465,1170571,0.99,174666
000785,武汉中商,2.05,-20.32,2.15,0.86,2.3,125.62,41.13,67958696,0.94,百货,湖北,10,8.01,48467,36355,1.33,51
000786,北新建材,-4.68,-8.53,16.68,7.22,3.6,51.03,34.33,0,0,其他建材,北京,0,18.58,0,0,--  ,0
000788,北大医药,-20.99,-401.81,-14.41,6.25,5.89,51.13,--  ,117340832,0.78,化学制药,重庆,11.61,10.02,57641,59410,0.97,78
000789,万年青,-11.13,-61.2,5.02,1.45,1.48,26.07,18.81,91820120,0.68,水泥,江西,11.87,6.07,83595,67721,1.23,215
000790,华神集团,-10.42,-68.58,2.4,17.87,7.01,-79.33,514.65,430748672,1.92,中成药,四川,6.9,10.29,99017,319750,0.31,0
000791,甘肃电投,2.24,-1592.07,-11.65,12,1.89,18.16,--  ,75169512,0.52,水力发电,甘肃,15.69,9.52,42766,36211,1.18,11
000792,盐湖股份,2.69,-15.95,1.9,7.19,1.74,-42.98,43,336280864,1.4,农药化肥,青海,11.3,18.93,101322,76291,1.33,62848
000793,华闻传媒,25.24,-33.55,20.46,14.95,3.78,136.37,38.26,806941888,0.87,出版业,海南,0,15.13,57618,475721,0.12,0
000795,太原刚玉,-23.13,-407.31,-13.9,17.61,5.65,-26.07,--  ,0,0,矿物制品,山西,0,11.99,0,0,--  ,0
000796,易食股份,4.93,48.04,12.88,14.17,7.74,228.92,148.93,160386928,0.77,食品,陕西,18.23,17.88,43980,45739,0.96,74
000797,中国武夷,1.25,72.72,7.27,5.97,5.3,67.06,41.77,192363328,0.82,全国地产,福建,12.23,15.76,67119,54960,1.22,1
000798,中水渔业,56.34,651.12,2.26,10.79,3.15,-34.19,67.63,56641324,0.7,渔业,北京,10.74,8.54,34827,31467,1.11,105
000799,*ST酒鬼,71.71,188.8,14.48,22.01,3.95,61.44,85.44,0,0,白酒,湖南,0,20.77,0,0,--  ,0
000800,一汽轿车,-13.39,-48,1.67,1.68,2.6,234.63,70.37,590095360,0.74,汽车整车,吉林,11.48,14.64,194746,208325,0.93,15
000801,四川九洲,-12.02,5.26,5.46,7.58,4.63,-89.26,69.88,309224768,0.91,通信设备,四川,13.33,19.2,86084,75006,1.15,0
000802,北京文化,5.05,-46.79,4.75,77.31,7.27,78.68,995.34,163934208,0.68,旅游服务,北京,11.66,18.16,48175,42113,1.14,0
000803,金宇车城,-35.7,-568.83,-12.73,39.86,12.6,-140.67,--  ,125106704,0.92,纺织,四川,10.78,13.82,42336,48217,0.88,386
000806,银河投资,30.25,892.84,23.38,81.42,14.64,-369.71,147.45,0,0,电气设备,广西,0,26.9,0,0,--  ,0
000807,云铝股份,-19.87,74.51,-2.44,1.13,1.5,26.67,--  ,90550352,0.69,铝,云南,8.97,4.53,108576,91159,1.19,663
000809,铁岭新城,-93.26,-226.92,-411.4,276.06,1.01,-48.06,--  ,104274176,0.72,区域地产,辽宁,8.71,6.36,84620,79309,1.07,197
000810,创维数字,1.06,-10.8,8.78,7.82,6.02,-52.64,40.85,214943520,0.78,元器件,四川,11.34,12.52,66694,104964,0.64,0
000811,烟台冰轮,19.19,211.12,28.19,4.71,2.39,-108.94,10.21,149127488,0.78,工程机械,山东,11.25,10.18,76048,70383,1.08,148
000812,陕西金叶,-17.9,-34.26,13.75,32.75,9.75,1140.56,196.45,0,0,广告包装,陕西,0,19.05,0,0,--  ,0
000813,天山纺织,12.28,-64.34,14.91,21.85,4.95,281.99,470.72,0,0,纺织,新疆,0,11.25,0,0,--  ,0
000815,*ST美利,-5.09,-9.61,-26.9,17.33,-16.09,1755.83,--  ,130724280,1.04,造纸,宁夏,4.35,16.21,17053,63598,0.27,0
000816,智慧农业,-17.11,-29.57,-8.71,8.02,2.33,-107.49,138.5,231717280,0.74,机械基件,江苏,15.25,5.77,198896,202687,0.98,15349
000818,方大化工,-7.35,49.43,3.97,7.66,4.77,76.52,119.8,0,0,化工原料,辽宁,0,14.19,0,0,--  ,0
000819,岳阳兴长,44.66,181.77,4.84,5.85,7.26,206.34,90.84,204401008,0.79,石油加工,湖南,12.47,20.31,57088,43563,1.31,0
000820,金城股份,4.52,-209.41,0.43,32.66,19.67,591.47,--  ,0,0,造纸,辽宁,0,16.96,0,0,--  ,0
000821,京山轻机,2.09,355.12,8.67,9.41,2.58,353.5,74.15,177911056,0.7,轻工机械,湖北,14.05,9.3,96599,94768,1.02,264
000822,山东海化,-29.82,243.42,6.43,2.88,2.24,38.2,29.06,121477096,0.68,化工原料,山东,11.13,5.73,116236,95720,1.21,828
000823,超声电子,-1.61,-25.54,4.52,2.42,1.54,30.23,38.66,135821808,0.99,元器件,广东,10.25,8.02,93599,75838,1.23,4810
000825,太钢不锈,-24.13,-83.38,-0.15,0.69,0.98,162.48,191.59,297798080,0.81,特钢,山西,9.21,4.48,341085,322954,1.06,0
000826,桑德环境,43.1,21.32,17.86,11.53,5.08,-129.58,37.2,516262432,1.24,环境保护,湖北,6.92,32.89,97857,59117,1.66,32072
000828,东莞控股,16.77,58.82,97.5,19.64,2.34,-11.57,11.82,178903936,0.86,路桥,广东,12.51,9.68,99769,85030,1.17,318
000829,天音控股,25.31,-115.3,-0.68,0.34,3.38,13.15,--  ,235980560,0.67,其他商业,江西,13.58,7.89,151456,147685,1.03,59
000830,鲁西化工,15.01,58.33,4.81,1.33,1.46,10.6,16.47,300544352,0.96,农药化肥,山东,12.13,6.15,252508,236565,1.07,1472
000831,五矿稀土,61.71,103.45,2.79,44.09,5.81,-75.98,4964.35,518010912,0.65,小金属,山西,11.53,15.23,174908,165111,1.06,23
000833,贵糖股份,9.89,122.31,-2.27,9.41,3.17,-41.05,767.26,113390688,0.72,造纸,广西,12.04,9.47,61292,58400,1.05,0
000835,长城动漫,-19.82,-95.74,3.58,15.79,8.64,108.78,515.58,121099040,0.76,影视音像,四川,12.74,9.48,71136,56620,1.26,108
000836,鑫茂科技,64.7,29.37,-9.24,7.86,3.94,86.32,--  ,133183960,0.53,软件服务,天津,13.31,14.01,54288,40760,1.33,155
000837,秦川机床,-33.53,-2135.47,-5.53,6.39,2.82,-48.78,--  ,357559008,0.69,机床制造,陕西,12.9,12.42,133865,154034,0.87,0
000838,国兴地产,50.66,37.03,18.37,5.6,5.85,42.41,20.61,113471032,0.94,区域地产,北京,10.84,15.79,19147,52714,0.36,0
000839,中信国安,-2.68,132.74,18.06,36.56,5.2,-477.67,101.89,0,0,综合类,北京,0,23.37,0,0,--  ,0
000848,承德露露,2.6,-2.4,22.38,6.01,6.44,56.37,18.4,245244624,0.99,软饮料,河北,11.13,12.25,107766,92363,1.17,142
000850,华茂股份,-1.23,396.86,16.38,11.43,1.74,28.6,38.43,0,0,纺织,安徽,0,10.93,0,0,--  ,0
000851,高鸿股份,15.61,81.93,1.26,2.65,3.05,-217.23,154.65,0,0,软件服务,贵州,0,13.37,0,0,--  ,0
000852,石化机械,-29.12,-96.01,-0.11,2.76,2.61,-81.93,1123.29,112726736,0.97,化工机械,湖北,11.34,14.83,39700,36309,1.09,0
000856,冀东装备,32.18,-213.24,-8.07,2.18,5.13,-10321.6,--  ,58325768,0.83,机械基件,河北,12.75,8.4,38363,31065,1.23,478
000858,五 粮 液,-3.83,-17.6,39.81,8.71,2.41,31.34,14.81,0,0,白酒,四川,0,25.73,0,0,--  ,0
000859,国风塑业,-13.53,-506.14,-3.92,6.21,2.47,-1190.7,--  ,142475824,0.83,塑料,安徽,11.25,4.76,149030,150191,0.99,2352
000860,顺鑫农业,-0.98,0.48,6.45,1.59,1.74,21.36,18.49,225363264,1.06,白酒,北京,10.02,15.74,92021,51114,1.8,397
000861,海印股份,-15.29,-18.83,14.9,13.73,3.87,65.41,63.69,257563488,0.99,房产服务,广东,11.9,5.35,229164,252037,0.91,753
000862,银星能源,-8.79,879.55,1.58,5.49,2.01,8.28,179.64,45801488,0.63,新型电力,宁夏,8.5,6.44,37606,33500,1.12,174
000863,三湘股份,-67.99,130.61,35.01,41.02,2.9,-4.28,50.5,203452208,0.83,区域地产,上海,10.99,9.6,105266,106718,0.99,0
000868,安凯客车,-23.47,171.83,-25.05,2.25,3.06,-5.45,64.07,119669936,0.76,汽车整车,安徽,13.23,5.75,106173,102010,1.04,446
000869,张  裕Ａ,22.75,16.93,34.8,9.09,3.39,27.69,17.21,126105368,1.12,红黄药酒,山东,8.22,36.75,19033,15283,1.25,473
000875,吉电股份,-7,211.02,3.28,6.98,3.85,24.65,93.68,1177234560,0.74,火力发电,吉林,12.19,10.31,508325,633227,0.8,0
000876,新 希 望,-8.04,21.83,5.71,1.34,2.11,25.25,17.09,0,0,饲料,四川,0,18.99,0,0,--  ,0
000877,天山股份,-27.61,-1221.29,-18.88,3.2,1,50.29,--  ,262391552,0.76,水泥,新疆,14.86,8,166450,161637,1.03,649
