代码,名称,AB股总市值,B股(或A),H股,上市日期,买量,人均市值,人均持股,今开,公积金,内外比,内盘,净利润,净利润率%%,净益率%%,净资产,利润同比%%,利润总额,卖量,固定资产,地区,均价,外盘,存货,少数股权,市净率,市现率,市盈(动),市销率,应收帐款,强弱度%%,总现金流,总股本(万),总资产(万),总金额,投资收益,振幅%%,换手%%,收入同比%%,无形资产,昨收,最低,最高,未分利润,未匹配量,权益比,每笔均量,每笔换手,每股公积,每股净资,每股收益,每股未分配,活跃度,流动负债,流动资产,流通市值,流通股本(万),涨速%%,税后利润,细分行业,经营现金流,股东人数,营业利润,营业利润率%%,营业成本,营业收入,调整后净资,财务更新,资产负债率%%,量比,销售毛利率%%
600618,氯碱化工,        104.31亿,40656.0,0.0,19921113.0,86.0,7.82万,8668.0,8.75,168339.41,1.14,31439.0,-4863.81,-1.53,         -2.29㈡,212349.2,1.38,-4361.81,37.0,256602.63,上海,9.4,27698.0,57882.55,9471.17,4.91,169.8,--  ,3.29,31197.8,-3.84,11620.37,115640.0,593831.5,55570116.0,4416.83,14.89,0.79,5.71,30468.65,9.4,8.6,10.0,-73702.68,--  ,35.76,35.0,0.0005,1.46,1.84,-0.042㈡,-0.64,1678.0,257061.34,197659.48,         67.64亿,74984.0,-1.31,-4553.25,化工原料,6143.01,86507.0,-4424.83,-1.4,286446.13,317090.91,0.0,20150827.0,62.65,0.73,9.66
600619,海立股份,         62.33亿,28416.96,0.0,19921116.0,28.0,4.66万,6121.0,7.5,82421.71,1.1,37678.0,5119.6,1.55,          2.14㈡,239084.34,-22.28,10605.87,101.0,287089.09,上海,7.82,34171.0,93505.56,81251.13,2.13,61.8,60.88,1.88,178228.44,-3.22,-22938.0,81909.54,874400.38,56160416.0,565.5,11.42,2.26,-14.69,32166.1,7.88,7.3,8.2,65305.32,--  ,27.34,46.0,0.0014,1.01,3.58,0.080㈡,0.8,1578.0,412715.47,503545.41,         24.24亿,31857.44,-0.39,8353.88,机械基件,10085.58,52044.0,8581.55,2.59,285743.16,331342.13,3.58,20150831.0,63.37,0.92,13.76
600620,天宸股份,         88.22亿,0.0,0.0,19921117.0,0.0,32.56万,16896.0,--  ,574.03,--  ,0.0,7032.27,275.01,          1.18㈡,595084.25,65.83,7653.68,0.0,1992.74,上海,19.27,0.0,3264.87,-4276.46,1.48,-4782.34,62.72,344.99,63.59,0.2,6041.39,45778.46,767882.0,0.0,8280.32,0.0,0.0,36.34,10059.5,19.27,--  ,--  ,30687.58,--  ,77.5,0.0,0.0,0.01,13.0,0.154㈡,0.67,1.0,7724.81,50770.44,         88.22亿,45778.46,0.0,7034.97,综合类,-184.46,27095.0,7642.7,298.89,1601.79,2557.06,0.0,20150829.0,23.06,0.0,37.36
600621,华鑫股份,         66.66亿,0.0,0.0,19921202.0,630.0,18.76万,14746.0,12.6,21753.25,0.98,259480.0,15690.65,52.56,          8.13㈡,193073.5,77.79,19311.81,107.0,13373.15,上海,13.73,265563.0,137273.7,8216.71,3.45,-107.36,21.24,22.33,3017.37,-8.48,-40474.93,52408.23,334935.94,721119872.0,3600.11,15.79,10.02,-21.42,9228.08,13.93,12.6,14.8,97030.61,--  ,57.64,187.0,0.0036,0.42,3.68,0.299㈡,1.85,2809.0,83417.25,218412.66,         66.66亿,52408.23,-2.0,14944.15,全国地产,-6209.27,35540.0,19192.56,64.29,8396.08,29854.25,0.0,20150829.0,39.9,0.85,71.88
600622,嘉宝集团,         51.38亿,0.0,0.0,19921203.0,30.0,8.36万,8372.0,9.91,61123.8,1.02,83049.0,18384.42,17.79,          6.00㈡,306314.09,-33.5,25455.02,1021.0,723.12,上海,10.3,81427.0,675483.13,32870.65,1.68,34.27,13.97,4.97,0.0,-3.46,49915.14,51430.37,890846.31,169443984.0,2831.28,15.33,3.2,7.73,0.0,10.37,9.61,11.2,159534.06,--  ,34.38,73.0,0.0014,1.19,5.96,0.357㈡,3.1,2246.0,361835.63,797919.19,         51.38亿,51430.37,-0.89,19136.25,综合类,14990.4,61434.0,14289.02,13.83,78355.49,103355.42,0.0,20150818.0,61.93,0.71,24.19
600623,双钱股份,        112.16亿,24310.0,0.0,19921204.0,7.0,15.30万,12133.0,12.43,60698.98,1.26,20011.0,-9143.01,-1.56,         -3.07㈡,298196.31,-154.82,-21851.34,69.0,528119.75,上海,12.97,15901.0,214996.3,176857.13,3.76,14.05,--  ,1.92,174846.63,-3.76,-34568.57,88946.77,1344805.0,46572408.0,996.99,15.61,0.56,-16.34,47576.14,13.13,11.88,13.93,88323.5,--  ,22.17,23.0,0.0004,0.68,3.35,-0.103㈡,0.99,1557.0,744686.81,610070.31,         81.51亿,64636.76,-0.7,-23683.09,汽车配件,79849.9,53272.0,-23279.11,-3.97,523114.59,585668.63,0.0,20150825.0,64.67,0.79,10.68
600624,复旦复华,         47.77亿,0.0,0.0,19930105.0,231.0,7.70万,8486.0,9.4,45212.19,1.09,135801.0,1833.64,5.19,          1.78㈡,103155.35,10.18,2611.86,268.0,14357.7,上海,9.51,124215.0,31509.85,6299.85,4.63,72.6,130.27,13.51,6613.11,-7.99,1833.35,52670.16,167202.38,247217856.0,-27.96,12.45,5.79,-24.89,6379.95,9.88,9.02,10.25,17642.59,--  ,61.69,103.0,0.0023,0.86,1.96,0.035㈡,0.33,2531.0,29366.53,74305.96,         40.70亿,44870.16,-1.3,2071.85,综合类,6580.28,52873.0,2400.75,6.79,25246.65,35348.84,0.0,20150823.0,34.54,0.57,28.58
600626,申达股份,         68.75亿,0.0,0.0,19930107.0,0.0,11.30万,11671.0,9.7,14215.2,0.98,226827.0,5252.66,1.56,          2.33㈡,225751.3,-27.98,7515.62,7876.0,79361.02,上海,10.27,231793.0,29756.41,20653.9,3.05,-67.14,65.44,2.05,49359.09,-9.75,-23577.07,71024.28,405125.88,470883424.0,1056.57,14.14,6.46,0.07,3627.23,10.75,9.68,11.2,68815.61,--  ,55.72,174.0,0.0025,0.2,3.18,0.074㈡,0.97,2633.0,154653.63,241727.47,         68.75亿,71024.28,-0.51,5985.2,纺织,-10239.96,60855.0,6997.0,2.08,311073.78,335942.41,0.0,20150829.0,39.18,1.08,7.4
600628,新世界,         89.55亿,0.0,0.0,19930119.0,10.0,13.99万,8308.0,16.88,46352.14,0.94,214178.0,3521.16,2.32,          1.35㈡,260187.16,-73.52,7406.24,25.0,272879.09,上海,18.18,226962.0,17043.02,5692.26,3.44,80.91,127.17,5.91,16680.75,-6.34,-3449.56,53179.92,476347.84,802190656.0,-7561.13,15.32,8.3,-7.32,9611.82,18.02,16.6,19.36,130621.67,--  ,54.62,157.0,0.0029,0.87,4.89,0.066㈡,2.46,2815.0,207453.72,90324.9,         89.55亿,53179.92,-0.99,4042.31,百货,11067.98,64010.0,7339.21,4.84,106363.47,151570.31,0.0,20150828.0,44.18,0.85,29.83
600629,棱光实业,         64.52亿,0.0,0.0,19930209.0,60.0,47.16万,25435.0,18.51,60131.88,1.62,24878.0,142.78,0.68,          0.18㈡,78185.3,139.01,336.14,4.0,57119.63,上海,19.3,15360.0,9608.41,30092.73,8.25,25.47,2259.39,30.69,18831.13,-7.88,-269.7,34799.98,154318.61,77657584.0,270.48,12.54,1.16,-11.63,10361.92,20.17,18.21,20.74,-22650.47,--  ,50.66,29.0,0.0008,1.73,2.25,0.004㈡,-0.65,1410.0,37573.84,43172.84,         64.52亿,34799.98,-0.32,-85.08,玻璃,25335.36,13682.0,-229.92,-1.09,15329.47,21023.57,0.0,20150813.0,29.83,0.9,27.08
600630,龙头股份,         71.04亿,0.0,0.0,19930209.0,24.0,13.83万,8274.0,14.3,93279.71,1.19,480018.0,3898.43,1.98,          2.36㈡,165227.45,26.51,4990.16,8.0,31826.68,上海,16.63,402065.0,82830.65,116.05,4.3,-522.53,91.11,3.61,25108.35,7.73,-5296.64,42486.16,241029.91,1467249152.0,605.3,18.84,20.76,3.52,3026.45,15.55,14.18,17.11,27312.73,--  ,68.55,310.0,0.0073,2.2,3.89,0.092㈡,0.64,2848.0,75589.81,189771.5,         71.04亿,42486.16,-0.94,3898.51,纺织,-1359.47,51350.0,4235.81,2.15,154819.86,196593.06,0.0,20150829.0,31.4,1.79,21.25
600633,浙报传媒,        214.13亿,0.0,0.0,19930304.0,0.0,34.58万,19187.0,--  ,148057.02,--  ,0.0,28296.16,18.8,          7.38㈡,383479.66,0.14,39580.73,0.0,53448.8,浙江,18.02,0.0,5269.06,97953.97,5.58,576.65,37.84,14.23,38447.65,0.2,-30431.35,118828.75,695446.56,0.0,12367.11,0.0,0.0,16.03,11244.4,18.02,--  ,--  ,108833.61,--  ,55.14,0.0,0.0,1.25,3.23,0.238㈡,0.92,1.0,137633.95,208736.25,        204.36亿,113407.17,0.0,36575.9,出版业,3713.31,59105.0,37701.4,25.05,81295.4,150505.41,0.0,20150829.0,30.77,0.0,45.99
600634,中技控股,        215.21亿,0.0,0.0,19930304.0,0.0,37.76万,10103.0,--  ,112269.46,--  ,0.0,3854.87,4.64,          1.60㈡,241058.02,-13.92,5422.65,0.0,85924.75,上海,37.38,0.0,31167.43,11447.37,8.93,-181.96,279.14,25.9,57593.01,0.2,10823.12,57573.21,693338.13,0.0,-268.54,0.0,0.0,-44.8,18018.75,37.38,0.0,--  ,64353.13,--  ,34.77,0.0,0.0,1.95,4.19,0.067㈡,1.12,1.0,395792.94,347439.88,        148.76亿,39797.87,0.0,4166.0,其他建材,-11827.4,39394.0,4335.08,5.22,60987.13,83100.99,0.0,20150827.0,63.58,0.0,26.61
600635,大众公用,        148.53亿,0.0,0.0,19930304.0,2485.0,6.21万,10321.0,5.82,20881.46,0.82,337207.0,36699.07,14.3,          6.75㈡,543386.25,189.83,42609.43,215.0,358263.19,上海,6.1,411630.0,27646.94,96594.5,2.73,43.56,20.24,5.79,29969.61,-1.27,29560.98,246730.45,1411616.88,456527648.0,46088.87,13.26,3.04,18.7,26415.85,6.11,5.62,6.43,90026.56,--  ,38.49,269.0,0.0011,0.08,2.2,0.149㈡,0.36,2783.0,455343.09,308959.44,        148.53亿,246730.45,-1.31,38961.73,供气供热,34098.89,239046.0,50306.82,19.6,225299.77,256649.67,0.0,20150823.0,54.66,0.82,12.22
600636,三爱富,         49.16亿,0.0,0.0,19930316.0,85.0,9.30万,8450.0,11.11,8652.17,0.91,58472.0,-3487.78,-1.61,         -2.20㈡,158820.06,-256.69,428.52,419.0,138112.81,上海,11.59,64193.0,57341.15,55693.19,3.1,67.05,--  ,2.27,54975.43,-6.97,101366.15,44694.19,520840.84,142204928.0,116.7,12.74,3.21,34.88,11316.5,11.85,10.94,12.45,103006.95,--  ,30.49,58.0,0.0015,0.19,3.55,-0.078㈡,2.3,2103.0,300576.28,297382.63,         42.01亿,38195.05,-0.27,-1429.39,化工原料,7332.71,45199.0,-4433.55,-2.05,196783.75,216526.95,0.0,20150823.0,58.81,0.81,9.12
600637,东方明珠,        786.91亿,0.0,0.0,19930316.0,2658.0,18.28万,6102.0,27.16,1453655.13,1.08,303823.0,146305.59,13.3,          5.45㈡,2682358.25,14.35,225011.34,4482.0,283242.34,上海,29.29,280058.0,257313.5,0.0,2.93,195.55,26.89,7.15,263142.63,5.11,336995.25,262653.88,3860709.25,1710121600.0,42972.12,12.11,3.69,53.37,171837.11,28.56,27.03,30.49,663527.44,--  ,69.48,206.0,0.0013,5.53,10.21,0.620㈡,2.53,2833.0,739561.94,1915897.63,        473.48亿,158038.48,0.26,175583.75,影视音像,40240.75,259005.0,209882.97,19.08,805631.63,1100232.25,0.0,20150816.0,30.52,1.22,26.78
600638,新黄浦,         56.79亿,0.0,0.0,19930326.0,22.0,10.29万,10171.0,9.95,102758.4,0.96,58436.0,8240.21,13.05,          2.32㈡,354456.5,34.83,9744.51,44.0,1068.8,上海,10.35,60564.0,583198.75,31489.99,1.6,12.22,34.46,8.99,2127.5,-3.32,38756.51,56116.39,1011089.19,123146912.0,6268.78,12.11,2.12,-5.98,1.29,10.49,9.7,10.97,156846.44,--  ,35.06,56.0,0.001,1.83,6.32,0.147㈡,2.8,2129.0,428392.75,771166.56,         56.79亿,56116.39,-1.36,8695.35,区域地产,46475.26,55175.0,7182.77,11.37,51123.2,63161.46,0.0,20150822.0,61.83,0.75,19.06
600639,浦东金桥,        215.73亿,27217.61,0.0,19930326.0,1463.0,14.61万,7601.0,17.03,80870.55,1.19,145484.0,23309.46,31.17,          2.84㈡,820094.69,7.31,33354.25,39.0,60521.05,上海,18.79,121915.0,213276.55,47631.84,2.18,-37.05,46.27,28.85,8586.01,2.38,1026.75,112241.28,1575786.0,502315648.0,3368.66,15.26,4.07,-22.24,19058.1,18.81,17.01,19.88,267363.66,--  ,52.04,100.0,0.0015,0.72,8.83,0.250㈡,2.38,2677.0,336589.81,278130.97,        126.21亿,65664.88,0.52,25429.93,园区开发,-58222.86,86393.0,32935.28,44.04,26245.36,74782.3,8.83,20150826.0,44.93,0.99,64.9
600640,号百控股,         95.46亿,0.0,0.0,19930407.0,0.0,37.92万,21270.0,17.83,135762.31,0.68,48976.0,4257.93,2.75,          1.67㈡,254301.8,0.25,5735.62,2019.0,75466.57,上海,18.24,71784.0,6914.63,51280.93,3.75,-34.98,112.09,6.18,28864.65,-9.79,74623.43,53536.44,368534.41,220309920.0,3306.23,11.46,2.26,48.69,11262.36,19.81,17.83,20.1,42201.87,--  ,69.0,57.0,0.0011,2.54,4.75,0.080㈡,0.79,2119.0,62630.55,254272.67,         95.46亿,53536.44,0.0,4554.68,酒店餐饮,-27288.9,25170.0,3463.0,2.24,136816.34,154562.56,0.0,20150829.0,17.08,0.96,11.48
600641,万业企业,         89.32亿,0.0,0.0,19930407.0,0.0,14.65万,13222.0,--  ,19126.48,--  ,0.0,15015.82,15.33,          4.11㈡,364978.66,-37.97,23457.53,0.0,292.03,上海,11.08,0.0,586988.19,20504.21,2.45,85.0,29.74,9.12,320.96,0.2,-25174.17,80615.88,670071.75,0.0,4.86,0.0,0.0,104.36,71.05,11.08,--  ,--  ,180905.2,--  ,54.47,0.0,0.0,0.24,4.53,0.186㈡,2.24,1.0,206168.5,646169.75,         89.32亿,80615.88,0.0,17530.35,区域地产,10508.05,60973.0,21912.59,22.37,62178.55,97949.31,0.0,20150828.0,42.47,0.0,36.52
600642,申能股份,        365.53亿,0.0,0.0,19930416.0,203.0,14.03万,17475.0,7.48,322404.03,1.2,602635.0,155090.56,10.03,          6.55㈡,2368952.25,37.12,217575.25,2586.0,1735819.63,上海,7.98,503767.0,60160.73,667592.94,1.54,18.54,11.78,2.37,112312.26,1.21,35269.85,455203.84,4570751.5,882620608.0,132411.45,12.7,2.43,15.48,401.98,7.95,7.33,8.34,447694.84,--  ,51.83,403.0,0.0009,0.71,5.2,0.341㈡,0.98,2745.0,1075153.5,920304.88,        365.53亿,455203.84,-1.35,185084.16,火力发电,197183.72,260489.0,216912.02,14.03,1397796.25,1545549.38,0.0,20150828.0,33.57,1.27,9.56
600643,爱建股份,        240.43亿,0.0,0.0,19930426.0,0.0,28.31万,16921.0,--  ,255416.84,--  ,0.0,30094.85,177.51,          5.46㈡,551110.69,25.09,41299.84,0.0,3097.09,上海,16.73,0.0,7895.88,1040.93,4.36,102.93,39.95,141.82,13553.32,0.2,11085.32,143713.98,990007.13,0.0,11111.71,0.0,0.0,40.83,2337.07,16.73,--  ,--  ,127246.4,--  ,55.67,0.0,0.0,1.78,3.83,0.209㈡,0.89,1.0,234569.3,347205.28,        239.91亿,143402.78,0.0,30123.34,多元金融,23358.02,84750.0,41149.21,242.71,7334.46,16953.78,0.0,20150902.0,44.23,0.0,56.74
600644,*ST乐电,         35.48亿,0.0,0.0,19930426.0,39.0,8.76万,13286.0,6.61,137333.34,1.45,44782.0,3708.8,4.8,          3.98㈡,93174.56,30.08,5462.35,24.0,114645.55,四川,6.75,30865.0,8189.32,9588.61,3.81,128.25,47.83,4.59,3851.87,-3.31,-61076.23,53840.07,259431.5,51025336.0,164.52,6.59,2.32,4.42,17197.07,6.83,6.55,7.0,-108176.2,--  ,35.91,74.0,0.0023,2.55,1.73,0.069㈡,-2.01,1027.0,70138.75,59909.71,         21.52亿,32648.0,-0.3,4144.23,水力发电,2766.43,24573.0,4937.66,6.39,56324.93,77243.5,0.0,20150801.0,60.39,0.79,27.08
600645,中源协和,        306.45亿,0.0,0.0,19930504.0,0.0,112.76万,14212.0,--  ,105683.97,--  ,0.0,28860.89,87.0,         18.08㈡,159587.94,1405.17,36262.25,0.0,24289.24,天津,79.34,0.0,5092.4,12793.96,19.2,639.91,53.09,92.38,10974.32,0.2,11359.8,38625.53,294424.59,0.0,30511.64,0.0,0.0,71.3,6578.62,79.34,--  ,--  ,12962.67,--  ,54.2,0.0,0.0,2.74,4.13,0.747㈡,0.34,1.0,116002.05,151388.63,        257.75亿,32486.23,0.0,29459.97,生物制药,4789.03,22858.0,36036.15,108.63,9873.7,33172.43,0.0,20150829.0,41.45,0.0,70.24
600647,同达创业,         20.91亿,0.0,0.0,19930504.0,129.0,27.30万,18165.0,15.3,68.08,0.94,16056.0,6600.37,101.56,         24.36㈡,27097.48,456.18,9097.91,2.0,2093.26,上海,15.76,17006.0,8147.77,3517.23,7.72,205.14,15.84,32.18,976.52,-8.76,17052.78,13914.36,56218.45,52106944.0,10437.67,12.05,2.38,-0.24,26.62,16.51,15.01,17.0,11763.08,--  ,48.2,30.0,0.0022,0.0,1.95,0.474㈡,0.85,1090.0,25474.4,42374.85,         20.91亿,13914.36,-1.76,6659.8,综合类,1019.46,7660.0,9083.11,139.76,4190.75,6499.12,0.0,20150822.0,45.54,0.66,35.52
600648,外高桥,        281.23亿,20055.75,0.0,19930504.0,9914.0,31.07万,12543.0,21.89,390237.25,1.3,153351.0,31187.05,8.85,          3.48㈡,896325.13,135.73,46629.15,24.0,153652.72,上海,24.01,117877.0,1050130.75,36203.48,3.14,-38.34,45.09,7.98,19920.46,6.01,1472.7,113534.9,2787957.5,651256896.0,3880.95,15.42,2.9,38.87,9076.42,23.41,21.37,24.98,283504.97,--  ,32.15,102.0,0.0011,3.44,7.89,0.275㈡,2.5,2667.0,1526206.75,1595766.75,        231.55亿,93479.15,-0.48,33292.15,园区开发,-73358.77,74527.0,46140.1,13.1,253149.41,352340.06,0.0,20150829.0,66.55,0.95,28.15
600649,城投控股,        373.14亿,0.0,0.0,19930518.0,119.0,28.14万,22526.0,12.5,411148.13,1.06,251261.0,295516.59,109.85,         14.89㈡,1984425.25,347.31,373754.63,50.0,28031.26,上海,12.72,236356.0,1844775.63,40023.96,1.88,50.01,6.31,13.87,39342.46,-2.9,178277.56,298752.34,4425932.5,620394496.0,332838.81,7.06,1.63,-8.3,264454.5,12.89,12.25,13.16,965901.38,--  ,44.84,179.0,0.0006,1.38,6.64,0.989㈡,3.23,2718.0,1204186.75,2513257.5,        373.14亿,298752.34,-0.08,296397.41,区域地产,74606.78,132623.0,370995.75,137.91,180578.69,269012.91,0.0,20150829.0,54.26,0.61,32.87
600650,锦江投资,        117.11亿,16105.0,0.0,19930607.0,6.0,13.93万,6562.0,17.81,39486.9,2.07,306668.0,11501.44,10.81,          2.98㈡,386153.5,12.18,15742.92,16.0,99083.0,上海,20.76,148326.0,10543.03,31974.2,3.03,100.85,50.91,11.01,9823.96,9.98,3900.68,55161.01,564318.81,944754432.0,9249.94,17.89,11.65,1.06,30034.81,19.34,17.81,21.27,99435.71,--  ,68.43,185.0,0.0047,0.72,7.0,0.209㈡,1.8,2459.0,86578.5,128197.11,         82.92亿,39056.01,-0.18,13681.87,公共交通,11611.88,59515.0,15210.69,14.3,84415.71,106393.75,0.0,20150828.0,25.91,1.69,20.66
600651,飞乐音响,         97.44亿,0.0,0.0,19901219.0,4453.0,12.80万,12938.0,9.16,144155.88,1.18,184243.0,7079.22,4.8,          2.36㈡,300240.75,271.88,9560.07,104.0,83714.13,上海,9.6,155604.0,101638.09,11346.51,3.25,-20.24,68.82,6.61,131158.8,-0.7,4679.15,98522.0,621143.94,326379808.0,6929.6,12.22,4.6,45.6,14276.11,9.98,8.98,10.2,50101.64,--  ,48.34,137.0,0.0019,1.46,3.05,0.072㈡,0.51,2481.0,300052.31,317041.59,         73.09亿,73906.53,-0.4,7551.99,电器仪表,-48143.0,57123.0,9297.38,6.31,112279.82,147380.09,0.0,20150828.0,49.84,1.17,23.82
600652,游久游戏,        303.94亿,0.0,0.0,19901219.0,0.0,30.28万,8296.0,--  ,89066.07,--  ,0.0,2309.09,2.5,          1.13㈡,204961.91,144.02,-1476.2,0.0,65078.83,上海,36.5,0.0,160.41,66292.03,14.83,107.61,658.13,32.87,22977.67,0.2,351.45,83270.35,434022.44,0.0,1900.73,0.0,0.0,15.52,103218.15,36.5,--  ,--  ,26932.48,--  ,47.22,0.0,0.0,1.07,2.46,0.028㈡,0.32,1.0,159070.75,89748.56,        203.31亿,55700.26,0.0,-1410.4,煤炭开采,28244.52,67139.0,-1877.55,-2.03,56479.05,92469.13,0.0,20150829.0,37.5,0.0,38.92
600653,申华控股,         85.92亿,0.0,0.0,19901219.0,1694.0,3.51万,7126.0,5.05,3940.86,0.93,428978.0,5484.47,1.83,          2.93㈡,187421.81,167.79,6072.58,436.0,139146.61,上海,5.16,463546.0,110174.4,0.0,4.58,741.24,78.33,2.87,25608.0,-9.69,-8884.32,174638.03,767128.69,460928064.0,14723.5,13.0,5.11,4.14,15082.24,5.46,4.91,5.62,1472.18,--  ,24.43,315.0,0.0018,0.02,1.07,0.031㈡,0.01,2832.0,436850.75,362657.28,         85.92亿,174638.03,-0.6,5653.81,汽车服务,1159.17,245080.0,-3066.25,-1.03,292377.78,299012.16,0.0,20150816.0,75.57,0.55,2.22
600654,中安消,        396.58亿,0.0,0.0,19901219.0,0.0,39.56万,12798.0,--  ,111535.17,--  ,0.0,10918.57,16.15,          3.77㈡,289943.47,42.86,13429.67,0.0,11971.32,上海,30.91,0.0,4467.27,0.0,13.68,81.91,181.61,58.65,118781.92,0.2,69719.25,128302.1,478427.31,0.0,9.6,0.0,0.0,40.54,4767.73,30.91,--  ,--  ,48632.05,--  ,60.6,0.0,0.0,0.87,2.26,0.085㈡,0.38,1.0,168919.06,333062.41,        233.38亿,75504.31,0.0,10918.57,软件服务,48418.9,58999.0,10685.8,15.8,44908.34,67613.03,0.0,20150826.0,39.4,0.0,33.58
600655,豫园商城,        214.30亿,0.0,0.0,19920902.0,10132.0,19.59万,13139.0,13.4,87243.43,1.18,317903.0,41010.65,4.31,          5.31㈡,772270.81,24.18,50220.19,10.0,91006.36,上海,14.69,269136.0,394229.19,51637.6,2.77,-34.5,26.13,2.25,26558.95,5.43,-24649.52,143732.2,1467950.63,862325120.0,17916.84,14.82,4.08,-5.25,6519.76,14.17,13.3,15.4,465276.31,--  ,52.61,209.0,0.0015,0.61,5.37,0.285㈡,3.24,2815.0,439585.59,688810.44,        214.30亿,143732.2,-1.06,42233.75,百货,-62117.92,109397.0,46952.8,4.94,846562.63,951154.31,0.0,20150829.0,43.87,1.14,11.0
600657,信达地产,         94.35亿,0.0,0.0,19930524.0,68.0,16.45万,26580.0,5.62,162829.42,1.6,139177.0,23560.2,10.89,          2.94㈡,802242.31,2.71,26813.91,2600.0,7873.56,北京,6.01,87186.0,3164106.75,41809.96,1.18,-5.54,20.02,4.36,50436.6,5.66,239482.67,152426.05,4252934.5,135998992.0,10128.13,14.31,1.49,13.49,249.15,5.87,5.5,6.34,460123.81,--  ,18.86,114.0,0.0007,1.07,5.26,0.155㈡,3.02,1981.0,1748536.25,4003103.25,         94.35亿,152426.05,-1.27,23406.63,全国地产,-170210.0,57346.0,26055.46,12.04,146683.27,216327.02,0.0,20150822.0,80.15,1.2,32.19
600658,电子城,         52.79亿,0.0,0.0,19930524.0,2508.0,29.74万,32676.0,9.03,68017.85,1.47,32679.0,3826.31,23.16,          1.31㈡,292584.44,-90.52,4711.87,38.0,3645.06,北京,9.03,22290.0,122711.46,1343.14,1.8,-85.24,68.98,31.95,6729.02,-4.61,-36591.46,58009.73,430369.5,49651104.0,97.69,8.37,0.95,-85.05,5.77,9.56,8.68,9.48,146504.17,--  ,67.98,56.0,0.001,1.17,5.04,0.066㈡,2.53,988.0,131355.31,337883.34,         52.79亿,58009.73,0.77,3333.98,园区开发,-6193.22,17753.0,4450.35,26.93,8598.2,16522.88,0.0,20150828.0,31.7,0.66,47.96
600660,福耀玻璃,        251.58亿,0.0,50563.12,19930610.0,6226.0,24.56万,19554.0,11.84,622001.75,1.09,224580.0,121550.72,18.44,          8.09㈡,1502170.75,16.0,131805.38,84.0,698099.75,福建,12.36,206019.0,235158.55,694.28,2.1,24.1,12.96,4.78,237625.97,2.73,531843.31,250861.75,2323286.75,532053664.0,2110.6,8.57,2.15,6.64,99538.55,12.25,11.71,12.76,545043.44,--  ,64.66,162.0,0.0008,2.48,5.99,0.540㈡,2.17,2658.0,704854.5,1227713.0,        251.58亿,200298.64,-0.31,121813.01,汽车配件,130760.51,102433.0,133953.38,20.32,378227.59,659132.56,0.0,20150824.0,35.31,1.35,42.62
600661,新南洋,         48.06亿,0.0,0.0,19930614.0,945.0,15.58万,8399.0,18.51,25417.15,1.19,25930.0,3075.56,5.88,          3.70㈡,83113.68,12.19,1980.9,70.0,30990.55,上海,19.42,21734.0,10227.78,7059.6,5.78,62.7,78.13,9.18,5888.75,-8.15,893.39,25907.65,169548.86,92558808.0,1199.45,14.13,2.74,-8.54,6396.81,20.24,18.51,21.37,10418.11,--  ,49.02,27.0,0.0015,0.98,3.21,0.119㈡,0.4,1773.0,78623.67,77370.31,         32.22亿,17367.67,-0.64,635.33,文教休闲,7664.99,20679.0,1867.48,3.57,32114.73,52338.05,0.0,20150827.0,46.82,0.67,38.64
600662,强生控股,        112.08亿,0.0,0.0,19930614.0,25.0,15.87万,14913.0,9.62,76844.05,1.01,514307.0,8989.16,4.4,          2.81㈡,319456.53,45.17,14296.05,263.0,203471.94,上海,10.99,508692.0,148870.73,12094.73,3.51,41.37,62.34,5.49,18556.78,1.44,-5930.66,105336.21,641851.63,1124032512.0,976.49,18.93,9.71,8.65,130270.0,10.51,9.57,11.56,96186.11,--  ,49.77,359.0,0.0034,0.73,3.03,0.085㈡,0.91,2853.0,303839.59,264434.69,        112.08亿,105336.21,-0.83,10413.0,公共交通,27093.9,70634.0,12176.71,5.96,170184.52,204166.98,0.0,20150827.0,48.34,1.39,16.64
600663,陆家嘴,        792.83亿,50960.0,0.0,19930628.0,3761.0,48.05万,11318.0,36.6,3889.81,1.63,155943.0,67385.05,26.9,          5.60㈡,1203134.75,16.77,96653.0,149.0,46207.23,上海,41.64,95529.0,1248705.88,309833.25,6.59,265.15,58.83,31.65,8059.72,4.86,97282.22,186768.41,4876080.0,1047227904.0,21371.1,14.94,1.85,31.07,136.28,40.56,36.6,42.66,695658.06,--  ,24.67,95.0,0.0007,0.02,6.44,0.361㈡,3.72,2640.0,2281971.0,1646711.5,        576.51亿,135808.41,-0.23,74787.35,园区开发,29901.34,119992.0,95829.68,38.25,107451.2,250534.3,0.0,20150730.0,68.97,1.33,57.11
600664,哈药股份,        208.62亿,0.0,0.0,19930629.0,86444.0,23.78万,21854.0,9.41,98945.45,1.11,169227.0,37516.7,4.1,          4.36㈡,861333.19,17.11,51210.98,0.0,443783.94,黑龙江,10.29,152802.0,267995.44,55498.75,2.42,389.72,27.8,2.28,280074.84,10.21,-8899.67,191748.31,1571628.88,331457632.0,24.33,18.1,1.68,1.25,43078.8,9.89,9.09,10.88,442117.09,--  ,54.81,127.0,0.0007,0.52,4.49,0.196㈡,2.31,2531.0,583326.38,1014917.63,        208.62亿,191748.31,0.0,40131.35,化学制药,5353.18,87741.0,48813.69,5.34,686995.69,914117.88,0.0,20150829.0,41.66,1.49,24.85
